condition,model,dataset,split,prompt_format,input_type,target_modality,order,seed,n,correct,misled,neither,p_valid,selectivity,bert_gpt_agreement,n_parse_errors
none,google/gemma-3-12b-it,flickr30k,test,image_caption,inconsistent,image,ciq,42,2000,1982,17,1,0.9995,0.982991,0.965,0
none,google/gemma-3-12b-it,flickr30k,test,image_caption,inconsistent,image,icq,42,2000,1995,5,0,1.0,0.995,0.9735,0
none,google/gemma-3-12b-it,flickr30k,test,image_document,inconsistent,image,ciq,42,2000,1985,15,0,1.0,0.985,0.9645,0
none,google/gemma-3-12b-it,flickr30k,test,image_document,inconsistent,image,icq,42,2000,1998,1,1,0.9995,0.998999,0.979,0
none,google/gemma-3-12b-it,flickr30k,test,image_text,inconsistent,image,ciq,42,2000,1992,7,1,0.9995,0.992996,0.969,0
none,google/gemma-3-12b-it,flickr30k,test,image_text,inconsistent,image,icq,42,2000,2000,0,0,1.0,1.0,0.9815,0
none,google/gemma-3-12b-it,flickr30k,test,image_caption,inconsistent,text,ciq,42,2000,1998,1,1,0.9995,0.998999,0.9995,0
none,google/gemma-3-12b-it,flickr30k,test,image_caption,inconsistent,text,icq,42,2000,1970,28,2,0.999,0.971972,0.9885,0
none,google/gemma-3-12b-it,flickr30k,test,image_document,inconsistent,text,ciq,42,2000,973,1019,8,0.996,-0.023092,0.952,0
none,google/gemma-3-12b-it,flickr30k,test,image_document,inconsistent,text,icq,42,2000,917,1078,5,0.9975,-0.080702,0.9455,0
none,google/gemma-3-12b-it,flickr30k,test,image_text,inconsistent,text,ciq,42,2000,1985,15,0,1.0,0.985,0.993,0
none,google/gemma-3-12b-it,flickr30k,test,image_text,inconsistent,text,icq,42,2000,1963,35,2,0.999,0.964965,0.9655,0
none,google/gemma-3-12b-it,flickr30k,test,image_caption,text_only,text,icq,42,2000,2000,0,0,1.0,1.0,0.9985,0
none,google/gemma-3-12b-it,mscoco,test,image_caption,image_only,image,icq,42,2000,1853,0,147,0.9265,1.0,0.9295,0
none,google/gemma-3-12b-it,mscoco,test,image_caption,inconsistent,image,ciq,42,2000,1991,9,0,1.0,0.991,0.982,0
none,google/gemma-3-12b-it,mscoco,test,image_caption,inconsistent,image,icq,42,2000,1998,1,1,0.9995,0.998999,0.9855,0
none,google/gemma-3-12b-it,mscoco,test,image_document,inconsistent,image,ciq,42,2000,1990,9,1,0.9995,0.990995,0.9745,0
none,google/gemma-3-12b-it,mscoco,test,image_document,inconsistent,image,icq,42,2000,1999,1,0,1.0,0.999,0.9895,0
none,google/gemma-3-12b-it,mscoco,test,image_text,inconsistent,image,ciq,42,2000,1995,5,0,1.0,0.995,0.9805,0
none,google/gemma-3-12b-it,mscoco,test,image_text,inconsistent,image,icq,42,2000,1997,2,1,0.9995,0.997999,0.987,0
none,google/gemma-3-12b-it,mscoco,test,image_caption,inconsistent,text,ciq,42,2000,1992,8,0,1.0,0.992,0.9955,0
none,google/gemma-3-12b-it,mscoco,test,image_caption,inconsistent,text,icq,42,2000,1962,38,0,1.0,0.962,0.9715,0
none,google/gemma-3-12b-it,mscoco,test,image_document,inconsistent,text,ciq,42,2000,809,1178,13,0.9935,-0.185707,0.9585,0
none,google/gemma-3-12b-it,mscoco,test,image_document,inconsistent,text,icq,42,2000,708,1283,9,0.9955,-0.2888,0.9455,0
none,google/gemma-3-12b-it,mscoco,test,image_text,inconsistent,text,ciq,42,2000,1958,41,1,0.9995,0.958979,0.989,0
none,google/gemma-3-12b-it,mscoco,test,image_text,inconsistent,text,icq,42,2000,1896,98,6,0.997,0.901705,0.939,0
none,google/gemma-3-12b-it,mscoco,test,image_caption,text_only,text,icq,42,2000,1994,0,6,0.997,1.0,0.9955,0
none,google/gemma-3-27b-it,flickr30k,test,image_caption,image_only,image,icq,42,2000,1856,0,144,0.928,1.0,0.93,0
none,google/gemma-3-27b-it,flickr30k,test,image_caption,inconsistent,image,ciq,42,2000,1991,8,1,0.9995,0.991996,0.9245,0
none,google/gemma-3-27b-it,flickr30k,test,image_caption,inconsistent,image,icq,42,2000,1996,4,0,1.0,0.996,0.9115,0
none,google/gemma-3-27b-it,flickr30k,test,image_caption,inconsistent,text,ciq,42,2000,1910,85,5,0.9975,0.914787,0.8685,0
none,google/gemma-3-27b-it,flickr30k,test,image_caption,inconsistent,text,icq,42,2000,1909,89,2,0.999,0.910911,0.8355,0
none,google/gemma-3-27b-it,flickr30k,test,image_caption,text_only,text,icq,42,2000,1999,0,1,0.9995,1.0,0.999,0
none,google/gemma-3-27b-it,mscoco,test,image_caption,image_only,image,icq,42,2000,1872,0,128,0.936,1.0,0.9395,0
none,google/gemma-3-27b-it,mscoco,test,image_caption,inconsistent,image,ciq,42,2000,1988,12,0,1.0,0.988,0.916,0
none,google/gemma-3-27b-it,mscoco,test,image_caption,inconsistent,image,icq,42,2000,1994,5,1,0.9995,0.994997,0.91,0
none,google/gemma-3-27b-it,mscoco,test,image_caption,inconsistent,text,ciq,42,2000,1870,118,12,0.994,0.881288,0.8685,0
none,google/gemma-3-27b-it,mscoco,test,image_caption,inconsistent,text,icq,42,2000,1928,69,3,0.9985,0.930896,0.882,0
none,google/gemma-3-27b-it,mscoco,test,image_caption,text_only,text,icq,42,2000,1997,0,3,0.9985,1.0,0.999,0
none,google/gemma-3-4b-it,flickr30k,test,image_caption,image_only,image,icq,42,2000,1783,0,217,0.8915,1.0,0.8975,0
none,google/gemma-3-4b-it,flickr30k,test,image_caption,inconsistent,image,ciq,42,2000,1861,111,28,0.986,0.887424,0.8545,0
none,google/gemma-3-4b-it,flickr30k,test,image_caption,inconsistent,image,icq,42,2000,1972,23,5,0.9975,0.976942,0.8915,0
none,google/gemma-3-4b-it,flickr30k,test,image_caption,inconsistent,text,ciq,42,2000,1650,319,31,0.9845,0.675978,0.885,0
none,google/gemma-3-4b-it,flickr30k,test,image_caption,inconsistent,text,icq,42,2000,1117,876,7,0.9965,0.120923,0.617,0
none,google/gemma-3-4b-it,flickr30k,test,image_caption,text_only,text,icq,42,2000,1996,0,4,0.998,1.0,0.9945,0
none,google/gemma-3-4b-it,mscoco,test,image_caption,image_only,image,icq,42,2000,1820,0,180,0.91,1.0,0.9125,0
none,google/gemma-3-4b-it,mscoco,test,image_caption,inconsistent,image,ciq,42,2000,1918,74,8,0.996,0.925703,0.879,0
none,google/gemma-3-4b-it,mscoco,test,image_caption,inconsistent,image,icq,42,2000,1993,7,0,1.0,0.993,0.9135,0
none,google/gemma-3-4b-it,mscoco,test,image_caption,inconsistent,text,ciq,42,2000,1772,225,3,0.9985,0.774662,0.9205,0
none,google/gemma-3-4b-it,mscoco,test,image_caption,inconsistent,text,icq,42,2000,1171,821,8,0.996,0.175703,0.635,0
none,google/gemma-3-4b-it,mscoco,test,image_caption,text_only,text,icq,42,2000,1984,0,16,0.992,1.0,0.9915,0
none,llava-hf/llava-1.5-7b-hf,flickr30k,test,image_caption,image_only,image,icq,42,2000,1745,0,255,0.8725,1.0,0.759,0
none,llava-hf/llava-1.5-7b-hf,flickr30k,test,image_caption,inconsistent,image,ciq,42,2000,1930,47,23,0.9885,0.952453,0.786,0
none,llava-hf/llava-1.5-7b-hf,flickr30k,test,image_caption,inconsistent,image,icq,42,2000,1379,612,9,0.9955,0.385234,0.8265,0
none,llava-hf/llava-1.5-7b-hf,flickr30k,test,image_caption,inconsistent,text,ciq,42,2000,1186,794,20,0.99,0.19798,0.939,0
none,llava-hf/llava-1.5-7b-hf,flickr30k,test,image_caption,inconsistent,text,icq,42,2000,1675,285,40,0.98,0.709184,0.918,0
none,llava-hf/llava-1.5-7b-hf,flickr30k,test,image_caption,text_only,text,icq,42,2000,1991,0,9,0.9955,1.0,0.988,0
none,llava-hf/llava-1.5-7b-hf,mscoco,test,image_caption,image_only,image,icq,42,2000,1873,0,127,0.9365,1.0,0.906,0
none,llava-hf/llava-1.5-7b-hf,mscoco,test,image_caption,inconsistent,image,ciq,42,2000,1968,30,2,0.999,0.96997,0.9395,0
none,llava-hf/llava-1.5-7b-hf,mscoco,test,image_caption,inconsistent,image,icq,42,2000,1434,564,2,0.999,0.435435,0.9575,0
none,llava-hf/llava-1.5-7b-hf,mscoco,test,image_caption,inconsistent,text,ciq,42,2000,1240,734,26,0.987,0.256332,0.973,0
none,llava-hf/llava-1.5-7b-hf,mscoco,test,image_caption,inconsistent,text,icq,42,2000,1795,160,45,0.9775,0.836317,0.956,0
none,llava-hf/llava-1.5-7b-hf,mscoco,test,image_caption,text_only,text,icq,42,2000,1988,0,12,0.994,1.0,0.995,0
none,llava-hf/llava-onevision-qwen2-7b-ov-hf,flickr30k,test,image_caption,image_only,image,icq,42,2000,1890,0,110,0.945,1.0,0.8635,0
none,llava-hf/llava-onevision-qwen2-7b-ov-hf,flickr30k,test,image_caption,inconsistent,image,ciq,42,2000,1962,25,13,0.9935,0.974836,0.905,0
none,llava-hf/llava-onevision-qwen2-7b-ov-hf,flickr30k,test,image_caption,inconsistent,image,icq,42,2000,1899,55,46,0.977,0.943705,0.759,0
none,llava-hf/llava-onevision-qwen2-7b-ov-hf,flickr30k,test,image_caption,inconsistent,text,ciq,42,2000,1231,735,34,0.983,0.252289,0.9625,0
none,llava-hf/llava-onevision-qwen2-7b-ov-hf,flickr30k,test,image_caption,inconsistent,text,icq,42,2000,1249,685,66,0.967,0.291624,0.7545,0
none,llava-hf/llava-onevision-qwen2-7b-ov-hf,flickr30k,test,image_caption,text_only,text,icq,42,2000,1987,0,13,0.9935,1.0,0.9825,0
none,llava-hf/llava-onevision-qwen2-7b-ov-hf,mscoco,test,image_caption,image_only,image,icq,42,2000,1954,0,46,0.977,1.0,0.96,0
none,llava-hf/llava-onevision-qwen2-7b-ov-hf,mscoco,test,image_caption,inconsistent,image,ciq,42,2000,1985,14,1,0.9995,0.985993,0.9735,0
none,llava-hf/llava-onevision-qwen2-7b-ov-hf,mscoco,test,image_caption,inconsistent,image,icq,42,2000,1974,20,6,0.997,0.97994,0.9285,0
none,llava-hf/llava-onevision-qwen2-7b-ov-hf,mscoco,test,image_caption,inconsistent,text,ciq,42,2000,1146,833,21,0.9895,0.158161,0.9895,0
none,llava-hf/llava-onevision-qwen2-7b-ov-hf,mscoco,test,image_caption,inconsistent,text,icq,42,2000,1036,877,87,0.9565,0.083116,0.915,0
none,llava-hf/llava-onevision-qwen2-7b-ov-hf,mscoco,test,image_caption,text_only,text,icq,42,2000,1988,0,12,0.994,1.0,0.9875,0
remove,OpenGVLab/InternVL3-14B-hf,flickr30k,test,image_caption,inconsistent,image,ciq,42,2000,2000,0,0,1.0,1.0,0.991,0
remove,OpenGVLab/InternVL3-14B-hf,flickr30k,test,image_caption,inconsistent,image,icq,42,2000,1455,528,17,0.9915,0.467474,0.956,0
remove,OpenGVLab/InternVL3-14B-hf,flickr30k,test,image_document,inconsistent,image,ciq,42,2000,2000,0,0,1.0,1.0,0.992,0
remove,OpenGVLab/InternVL3-14B-hf,flickr30k,test,image_document,inconsistent,image,icq,42,2000,1452,534,14,0.993,0.462236,0.9575,0
remove,OpenGVLab/InternVL3-14B-hf,flickr30k,test,image_text,inconsistent,image,ciq,42,2000,1994,4,2,0.999,0.995996,0.9855,0
remove,OpenGVLab/InternVL3-14B-hf,flickr30k,test,image_text,inconsistent,image,icq,42,2000,1593,404,3,0.9985,0.595393,0.9745,0
remove,OpenGVLab/InternVL3-14B-hf,flickr30k,test,image_caption,inconsistent,text,ciq,42,2000,299,1664,37,0.9815,-0.695364,0.8855,0
remove,OpenGVLab/InternVL3-14B-hf,flickr30k,test,image_caption,inconsistent,text,icq,42,2000,885,1057,58,0.971,-0.088568,0.7835,0
remove,OpenGVLab/InternVL3-14B-hf,flickr30k,test,image_document,inconsistent,text,ciq,42,2000,299,1572,129,0.9355,-0.680385,0.647,0
remove,OpenGVLab/InternVL3-14B-hf,flickr30k,test,image_document,inconsistent,text,icq,42,2000,773,1095,132,0.934,-0.172377,0.688,0
remove,OpenGVLab/InternVL3-14B-hf,flickr30k,test,image_text,inconsistent,text,ciq,42,2000,990,948,62,0.969,0.021672,0.7615,0
remove,OpenGVLab/InternVL3-14B-hf,flickr30k,test,image_text,inconsistent,text,icq,42,2000,1598,400,2,0.999,0.5996,0.95,0
remove,OpenGVLab/InternVL3-14B-hf,mscoco,test,image_caption,inconsistent,image,ciq,42,2000,2000,0,0,1.0,1.0,0.998,0
remove,OpenGVLab/InternVL3-14B-hf,mscoco,test,image_caption,inconsistent,image,icq,42,2000,1798,201,1,0.9995,0.798899,0.97,0
remove,OpenGVLab/InternVL3-14B-hf,mscoco,test,image_document,inconsistent,image,ciq,42,2000,2000,0,0,1.0,1.0,0.997,0
remove,OpenGVLab/InternVL3-14B-hf,mscoco,test,image_document,inconsistent,image,icq,42,2000,1800,197,3,0.9985,0.802704,0.97,0
remove,OpenGVLab/InternVL3-14B-hf,mscoco,test,image_text,inconsistent,image,ciq,42,2000,1998,2,0,1.0,0.998,0.998,0
remove,OpenGVLab/InternVL3-14B-hf,mscoco,test,image_text,inconsistent,image,icq,42,2000,1772,228,0,1.0,0.772,0.9885,0
remove,OpenGVLab/InternVL3-14B-hf,mscoco,test,image_caption,inconsistent,text,ciq,42,2000,399,1541,60,0.97,-0.58866,0.862,0
remove,OpenGVLab/InternVL3-14B-hf,mscoco,test,image_caption,inconsistent,text,icq,42,2000,694,1279,27,0.9865,-0.296503,0.784,0
remove,OpenGVLab/InternVL3-14B-hf,mscoco,test,image_document,inconsistent,text,ciq,42,2000,187,1672,141,0.9295,-0.798817,0.6765,0
remove,OpenGVLab/InternVL3-14B-hf,mscoco,test,image_document,inconsistent,text,icq,42,2000,701,1184,115,0.9425,-0.256233,0.7295,0
remove,OpenGVLab/InternVL3-14B-hf,mscoco,test,image_text,inconsistent,text,ciq,42,2000,953,933,114,0.943,0.010604,0.7525,0
remove,OpenGVLab/InternVL3-14B-hf,mscoco,test,image_text,inconsistent,text,icq,42,2000,1528,462,10,0.995,0.535678,0.93,0
remove,Qwen/Qwen2.5-VL-32B-Instruct,flickr30k,test,image_caption,inconsistent,image,ciq,42,2000,1817,162,21,0.9895,0.836281,0.921,0
remove,Qwen/Qwen2.5-VL-32B-Instruct,flickr30k,test,image_caption,inconsistent,image,icq,42,2000,1927,46,27,0.9865,0.953371,0.824,0
remove,Qwen/Qwen2.5-VL-32B-Instruct,flickr30k,test,image_document,inconsistent,image,ciq,42,2000,1818,165,17,0.9915,0.833585,0.918,0
remove,Qwen/Qwen2.5-VL-32B-Instruct,flickr30k,test,image_document,inconsistent,image,icq,42,2000,1938,46,16,0.992,0.953629,0.829,0
remove,Qwen/Qwen2.5-VL-32B-Instruct,flickr30k,test,image_text,inconsistent,image,ciq,42,2000,1860,128,12,0.994,0.871227,0.944,0
remove,Qwen/Qwen2.5-VL-32B-Instruct,flickr30k,test,image_text,inconsistent,image,icq,42,2000,1938,57,5,0.9975,0.942857,0.926,0
remove,Qwen/Qwen2.5-VL-32B-Instruct,flickr30k,test,image_caption,inconsistent,text,ciq,42,2000,807,1097,96,0.952,-0.152311,0.4845,0
remove,Qwen/Qwen2.5-VL-32B-Instruct,flickr30k,test,image_caption,inconsistent,text,icq,42,2000,1193,773,34,0.983,0.213632,0.7685,0
remove,Qwen/Qwen2.5-VL-32B-Instruct,flickr30k,test,image_document,inconsistent,text,ciq,42,2000,405,1333,262,0.869,-0.533947,0.52,0
remove,Qwen/Qwen2.5-VL-32B-Instruct,flickr30k,test,image_document,inconsistent,text,icq,42,2000,234,1650,116,0.942,-0.751592,0.397,0
remove,Qwen/Qwen2.5-VL-32B-Instruct,flickr30k,test,image_text,inconsistent,text,ciq,42,2000,1651,213,136,0.932,0.771459,0.771,0
remove,Qwen/Qwen2.5-VL-32B-Instruct,flickr30k,test,image_text,inconsistent,text,icq,42,2000,1636,332,32,0.984,0.662602,0.7785,0
remove,Qwen/Qwen2.5-VL-32B-Instruct,mscoco,test,image_caption,inconsistent,image,ciq,42,2000,1958,38,4,0.998,0.961924,0.975,0
remove,Qwen/Qwen2.5-VL-32B-Instruct,mscoco,test,image_caption,inconsistent,image,icq,42,2000,1996,4,0,1.0,0.996,0.904,0
remove,Qwen/Qwen2.5-VL-32B-Instruct,mscoco,test,image_document,inconsistent,image,ciq,42,2000,1958,39,3,0.9985,0.960941,0.9735,0
remove,Qwen/Qwen2.5-VL-32B-Instruct,mscoco,test,image_document,inconsistent,image,icq,42,2000,1997,3,0,1.0,0.997,0.905,0
remove,Qwen/Qwen2.5-VL-32B-Instruct,mscoco,test,image_text,inconsistent,image,ciq,42,2000,1970,30,0,1.0,0.97,0.985,0
remove,Qwen/Qwen2.5-VL-32B-Instruct,mscoco,test,image_text,inconsistent,image,icq,42,2000,1985,15,0,1.0,0.985,0.9305,0
remove,Qwen/Qwen2.5-VL-32B-Instruct,mscoco,test,image_caption,inconsistent,text,ciq,42,2000,777,1062,161,0.9195,-0.154976,0.655,0
remove,Qwen/Qwen2.5-VL-32B-Instruct,mscoco,test,image_caption,inconsistent,text,icq,42,2000,975,974,51,0.9745,0.000513,0.7285,0
remove,Qwen/Qwen2.5-VL-32B-Instruct,mscoco,test,image_document,inconsistent,text,ciq,42,2000,186,1528,286,0.857,-0.782964,0.629,0
remove,Qwen/Qwen2.5-VL-32B-Instruct,mscoco,test,image_document,inconsistent,text,icq,42,2000,174,1729,97,0.9515,-0.817131,0.5125,0
remove,Qwen/Qwen2.5-VL-32B-Instruct,mscoco,test,image_text,inconsistent,text,ciq,42,2000,1663,208,129,0.9355,0.777659,0.879,0
remove,Qwen/Qwen2.5-VL-32B-Instruct,mscoco,test,image_text,inconsistent,text,icq,42,2000,1656,320,24,0.988,0.676113,0.814,0
remove,google/gemma-3-12b-it,flickr30k,test,image_caption,inconsistent,image,ciq,42,2000,1765,166,69,0.9655,0.828068,0.7715,0
remove,google/gemma-3-12b-it,flickr30k,test,image_caption,inconsistent,image,icq,42,2000,1991,4,5,0.9975,0.99599,0.956,0
remove,google/gemma-3-12b-it,flickr30k,test,image_document,inconsistent,image,ciq,42,2000,1757,171,72,0.964,0.822614,0.775,0
remove,google/gemma-3-12b-it,flickr30k,test,image_document,inconsistent,image,icq,42,2000,1992,3,5,0.9975,0.996992,0.956,0
remove,google/gemma-3-12b-it,flickr30k,test,image_text,inconsistent,image,ciq,42,2000,1904,64,32,0.984,0.934959,0.8665,0
remove,google/gemma-3-12b-it,flickr30k,test,image_text,inconsistent,image,icq,42,2000,1982,17,1,0.9995,0.982991,0.971,0
remove,google/gemma-3-12b-it,flickr30k,test,image_caption,inconsistent,text,ciq,42,2000,1528,413,59,0.9705,0.574446,0.808,0
remove,google/gemma-3-12b-it,flickr30k,test,image_caption,inconsistent,text,icq,42,2000,557,1428,15,0.9925,-0.438791,0.862,0
remove,google/gemma-3-12b-it,flickr30k,test,image_document,inconsistent,text,ciq,42,2000,990,829,181,0.9095,0.08851,0.7305,0
remove,google/gemma-3-12b-it,flickr30k,test,image_document,inconsistent,text,icq,42,2000,244,1690,66,0.967,-0.747673,0.829,0
remove,google/gemma-3-12b-it,flickr30k,test,image_text,inconsistent,text,ciq,42,2000,1576,219,205,0.8975,0.755989,0.7985,0
remove,google/gemma-3-12b-it,flickr30k,test,image_text,inconsistent,text,icq,42,2000,1952,48,0,1.0,0.952,0.986,0
remove,google/gemma-3-12b-it,mscoco,test,image_caption,inconsistent,image,ciq,42,2000,1928,48,24,0.988,0.951417,0.8385,0
remove,google/gemma-3-12b-it,mscoco,test,image_caption,inconsistent,image,icq,42,2000,1996,4,0,1.0,0.996,0.982,0
remove,google/gemma-3-12b-it,mscoco,test,image_document,inconsistent,image,ciq,42,2000,1926,54,20,0.99,0.945455,0.84,0
remove,google/gemma-3-12b-it,mscoco,test,image_document,inconsistent,image,icq,42,2000,1997,2,1,0.9995,0.997999,0.9845,0
remove,google/gemma-3-12b-it,mscoco,test,image_text,inconsistent,image,ciq,42,2000,1966,24,10,0.995,0.975879,0.9225,0
remove,google/gemma-3-12b-it,mscoco,test,image_text,inconsistent,image,icq,42,2000,1993,7,0,1.0,0.993,0.9855,0
remove,google/gemma-3-12b-it,mscoco,test,image_caption,inconsistent,text,ciq,42,2000,1625,339,36,0.982,0.654786,0.834,0
remove,google/gemma-3-12b-it,mscoco,test,image_caption,inconsistent,text,icq,42,2000,442,1545,13,0.9935,-0.555108,0.855,0
remove,google/gemma-3-12b-it,mscoco,test,image_document,inconsistent,text,ciq,42,2000,688,1195,117,0.9415,-0.269251,0.747,0
remove,google/gemma-3-12b-it,mscoco,test,image_document,inconsistent,text,icq,42,2000,84,1889,27,0.9865,-0.91485,0.894,0
remove,google/gemma-3-12b-it,mscoco,test,image_text,inconsistent,text,ciq,42,2000,1676,191,133,0.9335,0.795394,0.837,0
remove,google/gemma-3-12b-it,mscoco,test,image_text,inconsistent,text,icq,42,2000,1923,75,2,0.999,0.924925,0.9725,0
swap,OpenGVLab/InternVL3-14B-hf,flickr30k,test,image_caption,inconsistent,image,ciq,42,2000,1997,2,1,0.9995,0.997999,0.991,0
swap,OpenGVLab/InternVL3-14B-hf,flickr30k,test,image_caption,inconsistent,image,icq,42,2000,1155,841,4,0.998,0.157315,0.987,0
swap,OpenGVLab/InternVL3-14B-hf,flickr30k,test,image_document,inconsistent,image,ciq,42,2000,1990,10,0,1.0,0.99,0.99,0
swap,OpenGVLab/InternVL3-14B-hf,flickr30k,test,image_document,inconsistent,image,icq,42,2000,1180,818,2,0.999,0.181181,0.9855,0
swap,OpenGVLab/InternVL3-14B-hf,flickr30k,test,image_text,inconsistent,image,ciq,42,2000,1985,15,0,1.0,0.985,0.9885,0
swap,OpenGVLab/InternVL3-14B-hf,flickr30k,test,image_text,inconsistent,image,icq,42,2000,1581,417,2,0.999,0.582583,0.9805,0
swap,OpenGVLab/InternVL3-14B-hf,flickr30k,test,image_caption,inconsistent,text,ciq,42,2000,557,1420,23,0.9885,-0.43652,0.89,0
swap,OpenGVLab/InternVL3-14B-hf,flickr30k,test,image_caption,inconsistent,text,icq,42,2000,1296,633,71,0.9645,0.343701,0.933,0
swap,OpenGVLab/InternVL3-14B-hf,flickr30k,test,image_document,inconsistent,text,ciq,42,2000,260,1702,38,0.981,-0.734964,0.762,0
swap,OpenGVLab/InternVL3-14B-hf,flickr30k,test,image_document,inconsistent,text,icq,42,2000,720,1136,144,0.928,-0.224138,0.738,0
swap,OpenGVLab/InternVL3-14B-hf,flickr30k,test,image_text,inconsistent,text,ciq,42,2000,1036,907,57,0.9715,0.066392,0.7775,0
swap,OpenGVLab/InternVL3-14B-hf,flickr30k,test,image_text,inconsistent,text,icq,42,2000,1665,330,5,0.9975,0.669173,0.9455,0
swap,OpenGVLab/InternVL3-14B-hf,mscoco,test,image_caption,inconsistent,image,ciq,42,2000,1999,1,0,1.0,0.999,0.9975,0
swap,OpenGVLab/InternVL3-14B-hf,mscoco,test,image_caption,inconsistent,image,icq,42,2000,1341,640,19,0.9905,0.353862,0.9945,0
swap,OpenGVLab/InternVL3-14B-hf,mscoco,test,image_document,inconsistent,image,ciq,42,2000,1996,4,0,1.0,0.996,0.996,0
swap,OpenGVLab/InternVL3-14B-hf,mscoco,test,image_document,inconsistent,image,icq,42,2000,1421,578,1,0.9995,0.421711,0.994,0
swap,OpenGVLab/InternVL3-14B-hf,mscoco,test,image_text,inconsistent,image,ciq,42,2000,1992,8,0,1.0,0.992,0.9965,0
swap,OpenGVLab/InternVL3-14B-hf,mscoco,test,image_text,inconsistent,image,icq,42,2000,1750,250,0,1.0,0.75,0.9865,0
swap,OpenGVLab/InternVL3-14B-hf,mscoco,test,image_caption,inconsistent,text,ciq,42,2000,700,1253,47,0.9765,-0.283154,0.8855,0
swap,OpenGVLab/InternVL3-14B-hf,mscoco,test,image_caption,inconsistent,text,icq,42,2000,1191,743,66,0.967,0.231644,0.936,0
swap,OpenGVLab/InternVL3-14B-hf,mscoco,test,image_document,inconsistent,text,ciq,42,2000,231,1686,83,0.9585,-0.758998,0.755,0
swap,OpenGVLab/InternVL3-14B-hf,mscoco,test,image_document,inconsistent,text,icq,42,2000,590,1258,152,0.924,-0.361472,0.7695,0
swap,OpenGVLab/InternVL3-14B-hf,mscoco,test,image_text,inconsistent,text,ciq,42,2000,1036,867,97,0.9515,0.088807,0.7785,0
swap,OpenGVLab/InternVL3-14B-hf,mscoco,test,image_text,inconsistent,text,icq,42,2000,1612,378,10,0.995,0.620101,0.9285,0
swap,Qwen/Qwen2.5-VL-32B-Instruct,flickr30k,test,image_caption,inconsistent,image,ciq,42,2000,1952,46,2,0.999,0.953954,0.968,0
swap,Qwen/Qwen2.5-VL-32B-Instruct,flickr30k,test,image_caption,inconsistent,image,icq,42,2000,1951,47,2,0.999,0.952953,0.8955,0
swap,Qwen/Qwen2.5-VL-32B-Instruct,flickr30k,test,image_document,inconsistent,image,ciq,42,2000,1906,86,8,0.996,0.913655,0.9475,0
swap,Qwen/Qwen2.5-VL-32B-Instruct,flickr30k,test,image_document,inconsistent,image,icq,42,2000,1976,23,1,0.9995,0.976988,0.8755,0
swap,Qwen/Qwen2.5-VL-32B-Instruct,flickr30k,test,image_text,inconsistent,image,ciq,42,2000,1939,57,4,0.998,0.942886,0.9605,0
swap,Qwen/Qwen2.5-VL-32B-Instruct,flickr30k,test,image_text,inconsistent,image,icq,42,2000,1958,38,4,0.998,0.961924,0.915,0
swap,Qwen/Qwen2.5-VL-32B-Instruct,flickr30k,test,image_caption,inconsistent,text,ciq,42,2000,1255,712,33,0.9835,0.276055,0.8945,0
swap,Qwen/Qwen2.5-VL-32B-Instruct,flickr30k,test,image_caption,inconsistent,text,icq,42,2000,813,1150,37,0.9815,-0.171676,0.85,0
swap,Qwen/Qwen2.5-VL-32B-Instruct,flickr30k,test,image_document,inconsistent,text,ciq,42,2000,517,1401,82,0.959,-0.460897,0.687,0
swap,Qwen/Qwen2.5-VL-32B-Instruct,flickr30k,test,image_document,inconsistent,text,icq,42,2000,238,1714,48,0.976,-0.756148,0.583,0
swap,Qwen/Qwen2.5-VL-32B-Instruct,flickr30k,test,image_text,inconsistent,text,ciq,42,2000,1787,161,52,0.974,0.834702,0.834,0
swap,Qwen/Qwen2.5-VL-32B-Instruct,flickr30k,test,image_text,inconsistent,text,icq,42,2000,1756,228,16,0.992,0.770161,0.8695,0
swap,Qwen/Qwen2.5-VL-32B-Instruct,mscoco,test,image_caption,inconsistent,image,ciq,42,2000,1986,12,2,0.999,0.987988,0.994,0
swap,Qwen/Qwen2.5-VL-32B-Instruct,mscoco,test,image_caption,inconsistent,image,icq,42,2000,1989,11,0,1.0,0.989,0.8985,0
swap,Qwen/Qwen2.5-VL-32B-Instruct,mscoco,test,image_document,inconsistent,image,ciq,42,2000,1983,16,1,0.9995,0.983992,0.9685,0
swap,Qwen/Qwen2.5-VL-32B-Instruct,mscoco,test,image_document,inconsistent,image,icq,42,2000,1996,4,0,1.0,0.996,0.8395,0
swap,Qwen/Qwen2.5-VL-32B-Instruct,mscoco,test,image_text,inconsistent,image,ciq,42,2000,1992,8,0,1.0,0.992,0.9895,0
swap,Qwen/Qwen2.5-VL-32B-Instruct,mscoco,test,image_text,inconsistent,image,icq,42,2000,1986,14,0,1.0,0.986,0.9455,0
swap,Qwen/Qwen2.5-VL-32B-Instruct,mscoco,test,image_caption,inconsistent,text,ciq,42,2000,1320,614,66,0.967,0.365047,0.932,0
swap,Qwen/Qwen2.5-VL-32B-Instruct,mscoco,test,image_caption,inconsistent,text,icq,42,2000,792,1137,71,0.9645,-0.178849,0.855,0
swap,Qwen/Qwen2.5-VL-32B-Instruct,mscoco,test,image_document,inconsistent,text,ciq,42,2000,308,1601,91,0.9545,-0.677318,0.6925,0
