model,dataset,intervention,layer_idx,layer_depth,split,seed,arm,target_modality,n,correct,misled,neither,p_valid,selectivity
OpenGVLab_InternVL3-14B-hf,mscoco,baseline_last,47,1.0,val,44,intervention,text,100,30,50,20,0.8,-0.25
OpenGVLab_InternVL3-14B-hf,mscoco,content,0,0.0,val,42,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,0,0.0,val,42,baseline,text,100,80,20,0,1.0,0.6
OpenGVLab_InternVL3-14B-hf,mscoco,content,0,0.0,val,42,intervention,image,100,11,73,16,0.84,-0.738095
OpenGVLab_InternVL3-14B-hf,mscoco,content,0,0.0,val,42,intervention,text,100,0,100,0,1.0,-1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,0,0.0,val,43,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,0,0.0,val,43,baseline,text,100,79,21,0,1.0,0.58
OpenGVLab_InternVL3-14B-hf,mscoco,content,0,0.0,val,43,intervention,image,100,46,2,52,0.48,0.916667
OpenGVLab_InternVL3-14B-hf,mscoco,content,0,0.0,val,43,intervention,text,100,0,100,0,1.0,-1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,0,0.0,val,44,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,0,0.0,val,44,baseline,text,100,80,20,0,1.0,0.6
OpenGVLab_InternVL3-14B-hf,mscoco,content,0,0.0,val,44,intervention,image,100,57,0,43,0.57,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,0,0.0,val,44,intervention,text,100,0,98,2,0.98,-1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,6,0.125,val,42,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,6,0.125,val,42,baseline,text,100,80,20,0,1.0,0.6
OpenGVLab_InternVL3-14B-hf,mscoco,content,6,0.125,val,42,intervention,image,100,55,40,5,0.95,0.157895
OpenGVLab_InternVL3-14B-hf,mscoco,content,6,0.125,val,42,intervention,text,100,13,85,2,0.98,-0.734694
OpenGVLab_InternVL3-14B-hf,mscoco,content,6,0.125,val,43,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,6,0.125,val,43,baseline,text,100,79,20,1,0.99,0.59596
OpenGVLab_InternVL3-14B-hf,mscoco,content,6,0.125,val,43,intervention,image,100,42,24,34,0.66,0.272727
OpenGVLab_InternVL3-14B-hf,mscoco,content,6,0.125,val,43,intervention,text,100,1,79,20,0.8,-0.975
OpenGVLab_InternVL3-14B-hf,mscoco,content,6,0.125,val,44,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,6,0.125,val,44,baseline,text,100,80,20,0,1.0,0.6
OpenGVLab_InternVL3-14B-hf,mscoco,content,6,0.125,val,44,intervention,image,100,55,43,2,0.98,0.122449
OpenGVLab_InternVL3-14B-hf,mscoco,content,6,0.125,val,44,intervention,text,100,2,96,2,0.98,-0.959184
OpenGVLab_InternVL3-14B-hf,mscoco,content,12,0.25,val,42,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,12,0.25,val,42,baseline,text,100,80,20,0,1.0,0.6
OpenGVLab_InternVL3-14B-hf,mscoco,content,12,0.25,val,42,intervention,image,100,50,48,2,0.98,0.020408
OpenGVLab_InternVL3-14B-hf,mscoco,content,12,0.25,val,42,intervention,text,100,1,98,1,0.99,-0.979798
OpenGVLab_InternVL3-14B-hf,mscoco,content,12,0.25,val,43,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,12,0.25,val,43,baseline,text,100,79,21,0,1.0,0.58
OpenGVLab_InternVL3-14B-hf,mscoco,content,12,0.25,val,43,intervention,image,100,11,84,5,0.95,-0.768421
OpenGVLab_InternVL3-14B-hf,mscoco,content,12,0.25,val,43,intervention,text,100,4,94,2,0.98,-0.918367
OpenGVLab_InternVL3-14B-hf,mscoco,content,12,0.25,val,44,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,12,0.25,val,44,baseline,text,100,80,20,0,1.0,0.6
OpenGVLab_InternVL3-14B-hf,mscoco,content,12,0.25,val,44,intervention,image,100,11,87,2,0.98,-0.77551
OpenGVLab_InternVL3-14B-hf,mscoco,content,12,0.25,val,44,intervention,text,100,1,99,0,1.0,-0.98
OpenGVLab_InternVL3-14B-hf,mscoco,content,18,0.375,val,42,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,18,0.375,val,42,baseline,text,100,79,21,0,1.0,0.58
OpenGVLab_InternVL3-14B-hf,mscoco,content,18,0.375,val,42,intervention,image,100,10,86,4,0.96,-0.791667
OpenGVLab_InternVL3-14B-hf,mscoco,content,18,0.375,val,42,intervention,text,100,2,98,0,1.0,-0.96
OpenGVLab_InternVL3-14B-hf,mscoco,content,18,0.375,val,43,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,18,0.375,val,43,baseline,text,100,79,21,0,1.0,0.58
OpenGVLab_InternVL3-14B-hf,mscoco,content,18,0.375,val,43,intervention,image,100,8,91,1,0.99,-0.838384
OpenGVLab_InternVL3-14B-hf,mscoco,content,18,0.375,val,43,intervention,text,100,0,100,0,1.0,-1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,18,0.375,val,44,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,18,0.375,val,44,baseline,text,100,79,21,0,1.0,0.58
OpenGVLab_InternVL3-14B-hf,mscoco,content,18,0.375,val,44,intervention,image,100,6,93,1,0.99,-0.878788
OpenGVLab_InternVL3-14B-hf,mscoco,content,18,0.375,val,44,intervention,text,100,5,95,0,1.0,-0.9
OpenGVLab_InternVL3-14B-hf,mscoco,content,24,0.5,val,42,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,24,0.5,val,42,baseline,text,100,79,21,0,1.0,0.58
OpenGVLab_InternVL3-14B-hf,mscoco,content,24,0.5,val,42,intervention,image,100,35,58,7,0.93,-0.247312
OpenGVLab_InternVL3-14B-hf,mscoco,content,24,0.5,val,42,intervention,text,100,6,94,0,1.0,-0.88
OpenGVLab_InternVL3-14B-hf,mscoco,content,24,0.5,val,43,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,24,0.5,val,43,baseline,text,100,79,21,0,1.0,0.58
OpenGVLab_InternVL3-14B-hf,mscoco,content,24,0.5,val,43,intervention,image,100,30,64,6,0.94,-0.361702
OpenGVLab_InternVL3-14B-hf,mscoco,content,24,0.5,val,43,intervention,text,100,3,97,0,1.0,-0.94
OpenGVLab_InternVL3-14B-hf,mscoco,content,24,0.5,val,44,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,24,0.5,val,44,baseline,text,100,79,21,0,1.0,0.58
OpenGVLab_InternVL3-14B-hf,mscoco,content,24,0.5,val,44,intervention,image,100,34,60,6,0.94,-0.276596
OpenGVLab_InternVL3-14B-hf,mscoco,content,24,0.5,val,44,intervention,text,100,4,95,1,0.99,-0.919192
OpenGVLab_InternVL3-14B-hf,mscoco,content,29,0.625,val,42,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,29,0.625,val,42,baseline,text,100,80,20,0,1.0,0.6
OpenGVLab_InternVL3-14B-hf,mscoco,content,29,0.625,val,42,intervention,image,100,37,62,1,0.99,-0.252525
OpenGVLab_InternVL3-14B-hf,mscoco,content,29,0.625,val,42,intervention,text,100,18,80,2,0.98,-0.632653
OpenGVLab_InternVL3-14B-hf,mscoco,content,29,0.625,val,43,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,29,0.625,val,43,baseline,text,100,81,19,0,1.0,0.62
OpenGVLab_InternVL3-14B-hf,mscoco,content,29,0.625,val,43,intervention,image,100,36,62,2,0.98,-0.265306
OpenGVLab_InternVL3-14B-hf,mscoco,content,29,0.625,val,43,intervention,text,100,17,82,1,0.99,-0.656566
OpenGVLab_InternVL3-14B-hf,mscoco,content,29,0.625,val,44,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,29,0.625,val,44,baseline,text,100,79,21,0,1.0,0.58
OpenGVLab_InternVL3-14B-hf,mscoco,content,29,0.625,val,44,intervention,image,100,37,61,2,0.98,-0.244898
OpenGVLab_InternVL3-14B-hf,mscoco,content,29,0.625,val,44,intervention,text,100,17,81,2,0.98,-0.653061
OpenGVLab_InternVL3-14B-hf,mscoco,content,35,0.75,val,42,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,35,0.75,val,42,baseline,text,100,79,21,0,1.0,0.58
OpenGVLab_InternVL3-14B-hf,mscoco,content,35,0.75,val,42,intervention,image,100,88,10,2,0.98,0.795918
OpenGVLab_InternVL3-14B-hf,mscoco,content,35,0.75,val,42,intervention,text,100,33,61,6,0.94,-0.297872
OpenGVLab_InternVL3-14B-hf,mscoco,content,35,0.75,val,43,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,35,0.75,val,43,baseline,text,100,79,21,0,1.0,0.58
OpenGVLab_InternVL3-14B-hf,mscoco,content,35,0.75,val,43,intervention,image,100,85,12,3,0.97,0.752577
OpenGVLab_InternVL3-14B-hf,mscoco,content,35,0.75,val,43,intervention,text,100,35,58,7,0.93,-0.247312
OpenGVLab_InternVL3-14B-hf,mscoco,content,35,0.75,val,44,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,35,0.75,val,44,baseline,text,100,79,21,0,1.0,0.58
OpenGVLab_InternVL3-14B-hf,mscoco,content,35,0.75,val,44,intervention,image,100,84,13,3,0.97,0.731959
OpenGVLab_InternVL3-14B-hf,mscoco,content,35,0.75,val,44,intervention,text,100,33,60,7,0.93,-0.290323
OpenGVLab_InternVL3-14B-hf,mscoco,content,41,0.875,val,42,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,41,0.875,val,42,baseline,text,100,80,20,0,1.0,0.6
OpenGVLab_InternVL3-14B-hf,mscoco,content,41,0.875,val,42,intervention,image,100,75,22,3,0.97,0.546392
OpenGVLab_InternVL3-14B-hf,mscoco,content,41,0.875,val,42,intervention,text,100,80,14,6,0.94,0.702128
OpenGVLab_InternVL3-14B-hf,mscoco,content,41,0.875,val,43,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,41,0.875,val,43,baseline,text,100,80,20,0,1.0,0.6
OpenGVLab_InternVL3-14B-hf,mscoco,content,41,0.875,val,43,intervention,image,100,74,25,1,0.99,0.494949
OpenGVLab_InternVL3-14B-hf,mscoco,content,41,0.875,val,43,intervention,text,100,80,13,7,0.93,0.72043
OpenGVLab_InternVL3-14B-hf,mscoco,content,41,0.875,val,44,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,41,0.875,val,44,baseline,text,100,80,20,0,1.0,0.6
OpenGVLab_InternVL3-14B-hf,mscoco,content,41,0.875,val,44,intervention,image,100,73,24,3,0.97,0.505155
OpenGVLab_InternVL3-14B-hf,mscoco,content,41,0.875,val,44,intervention,text,100,80,15,5,0.95,0.684211
OpenGVLab_InternVL3-14B-hf,mscoco,content,47,1.0,val,42,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,47,1.0,val,42,baseline,text,100,79,21,0,1.0,0.58
OpenGVLab_InternVL3-14B-hf,mscoco,content,47,1.0,val,42,intervention,image,100,85,9,6,0.94,0.808511
OpenGVLab_InternVL3-14B-hf,mscoco,content,47,1.0,val,42,intervention,text,100,33,45,22,0.78,-0.153846
OpenGVLab_InternVL3-14B-hf,mscoco,content,47,1.0,val,43,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,47,1.0,val,43,baseline,text,100,79,21,0,1.0,0.58
OpenGVLab_InternVL3-14B-hf,mscoco,content,47,1.0,val,43,intervention,image,100,80,9,11,0.89,0.797753
OpenGVLab_InternVL3-14B-hf,mscoco,content,47,1.0,val,43,intervention,text,100,33,45,22,0.78,-0.153846
OpenGVLab_InternVL3-14B-hf,mscoco,content,47,1.0,val,44,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,content,47,1.0,val,44,baseline,text,100,78,22,0,1.0,0.56
OpenGVLab_InternVL3-14B-hf,mscoco,content,47,1.0,val,44,intervention,image,100,83,9,8,0.92,0.804348
OpenGVLab_InternVL3-14B-hf,mscoco,content,47,1.0,val,44,intervention,text,100,35,48,17,0.83,-0.156627
OpenGVLab_InternVL3-14B-hf,mscoco,marker,0,0.0,val,42,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,0,0.0,val,42,baseline,text,100,80,20,0,1.0,0.6
OpenGVLab_InternVL3-14B-hf,mscoco,marker,0,0.0,val,42,intervention,image,100,0,99,1,0.99,-1.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,0,0.0,val,42,intervention,text,100,1,98,1,0.99,-0.979798
OpenGVLab_InternVL3-14B-hf,mscoco,marker,0,0.0,val,43,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,0,0.0,val,43,baseline,text,100,80,20,0,1.0,0.6
OpenGVLab_InternVL3-14B-hf,mscoco,marker,0,0.0,val,43,intervention,image,100,3,93,4,0.96,-0.9375
OpenGVLab_InternVL3-14B-hf,mscoco,marker,0,0.0,val,43,intervention,text,100,0,100,0,1.0,-1.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,0,0.0,val,44,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,0,0.0,val,44,baseline,text,100,79,21,0,1.0,0.58
OpenGVLab_InternVL3-14B-hf,mscoco,marker,0,0.0,val,44,intervention,image,100,10,85,5,0.95,-0.789474
OpenGVLab_InternVL3-14B-hf,mscoco,marker,0,0.0,val,44,intervention,text,100,1,97,2,0.98,-0.979592
OpenGVLab_InternVL3-14B-hf,mscoco,marker,6,0.125,val,42,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,6,0.125,val,42,baseline,text,100,79,21,0,1.0,0.58
OpenGVLab_InternVL3-14B-hf,mscoco,marker,6,0.125,val,42,intervention,image,100,18,81,1,0.99,-0.636364
OpenGVLab_InternVL3-14B-hf,mscoco,marker,6,0.125,val,42,intervention,text,100,8,90,2,0.98,-0.836735
OpenGVLab_InternVL3-14B-hf,mscoco,marker,6,0.125,val,43,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,6,0.125,val,43,baseline,text,100,80,20,0,1.0,0.6
OpenGVLab_InternVL3-14B-hf,mscoco,marker,6,0.125,val,43,intervention,image,100,27,71,2,0.98,-0.44898
OpenGVLab_InternVL3-14B-hf,mscoco,marker,6,0.125,val,43,intervention,text,100,4,89,7,0.93,-0.913978
OpenGVLab_InternVL3-14B-hf,mscoco,marker,6,0.125,val,44,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,6,0.125,val,44,baseline,text,100,78,22,0,1.0,0.56
OpenGVLab_InternVL3-14B-hf,mscoco,marker,6,0.125,val,44,intervention,image,100,45,54,1,0.99,-0.090909
OpenGVLab_InternVL3-14B-hf,mscoco,marker,6,0.125,val,44,intervention,text,100,3,94,3,0.97,-0.938144
OpenGVLab_InternVL3-14B-hf,mscoco,marker,12,0.25,val,42,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,12,0.25,val,42,baseline,text,100,79,21,0,1.0,0.58
OpenGVLab_InternVL3-14B-hf,mscoco,marker,12,0.25,val,42,intervention,image,100,30,68,2,0.98,-0.387755
OpenGVLab_InternVL3-14B-hf,mscoco,marker,12,0.25,val,42,intervention,text,100,1,99,0,1.0,-0.98
OpenGVLab_InternVL3-14B-hf,mscoco,marker,12,0.25,val,43,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,12,0.25,val,43,baseline,text,100,80,20,0,1.0,0.6
OpenGVLab_InternVL3-14B-hf,mscoco,marker,12,0.25,val,43,intervention,image,100,24,76,0,1.0,-0.52
OpenGVLab_InternVL3-14B-hf,mscoco,marker,12,0.25,val,43,intervention,text,100,7,92,1,0.99,-0.858586
OpenGVLab_InternVL3-14B-hf,mscoco,marker,12,0.25,val,44,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,12,0.25,val,44,baseline,text,100,80,20,0,1.0,0.6
OpenGVLab_InternVL3-14B-hf,mscoco,marker,12,0.25,val,44,intervention,image,100,22,77,1,0.99,-0.555556
OpenGVLab_InternVL3-14B-hf,mscoco,marker,12,0.25,val,44,intervention,text,100,5,94,1,0.99,-0.89899
OpenGVLab_InternVL3-14B-hf,mscoco,marker,18,0.375,val,42,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,18,0.375,val,42,baseline,text,100,79,21,0,1.0,0.58
OpenGVLab_InternVL3-14B-hf,mscoco,marker,18,0.375,val,42,intervention,image,100,2,96,2,0.98,-0.959184
OpenGVLab_InternVL3-14B-hf,mscoco,marker,18,0.375,val,42,intervention,text,100,2,95,3,0.97,-0.958763
OpenGVLab_InternVL3-14B-hf,mscoco,marker,18,0.375,val,43,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,18,0.375,val,43,baseline,text,100,80,20,0,1.0,0.6
OpenGVLab_InternVL3-14B-hf,mscoco,marker,18,0.375,val,43,intervention,image,100,4,95,1,0.99,-0.919192
OpenGVLab_InternVL3-14B-hf,mscoco,marker,18,0.375,val,43,intervention,text,100,1,97,2,0.98,-0.979592
OpenGVLab_InternVL3-14B-hf,mscoco,marker,18,0.375,val,44,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,18,0.375,val,44,baseline,text,100,79,21,0,1.0,0.58
OpenGVLab_InternVL3-14B-hf,mscoco,marker,18,0.375,val,44,intervention,image,100,3,96,1,0.99,-0.939394
OpenGVLab_InternVL3-14B-hf,mscoco,marker,18,0.375,val,44,intervention,text,100,2,98,0,1.0,-0.96
OpenGVLab_InternVL3-14B-hf,mscoco,marker,24,0.5,val,42,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,24,0.5,val,42,baseline,text,100,80,20,0,1.0,0.6
OpenGVLab_InternVL3-14B-hf,mscoco,marker,24,0.5,val,42,intervention,image,100,17,83,0,1.0,-0.66
OpenGVLab_InternVL3-14B-hf,mscoco,marker,24,0.5,val,42,intervention,text,100,0,100,0,1.0,-1.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,24,0.5,val,43,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,24,0.5,val,43,baseline,text,100,80,20,0,1.0,0.6
OpenGVLab_InternVL3-14B-hf,mscoco,marker,24,0.5,val,43,intervention,image,100,13,86,1,0.99,-0.737374
OpenGVLab_InternVL3-14B-hf,mscoco,marker,24,0.5,val,43,intervention,text,100,0,100,0,1.0,-1.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,24,0.5,val,44,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,24,0.5,val,44,baseline,text,100,79,21,0,1.0,0.58
OpenGVLab_InternVL3-14B-hf,mscoco,marker,24,0.5,val,44,intervention,image,100,12,87,1,0.99,-0.757576
OpenGVLab_InternVL3-14B-hf,mscoco,marker,24,0.5,val,44,intervention,text,100,1,99,0,1.0,-0.98
OpenGVLab_InternVL3-14B-hf,mscoco,marker,29,0.625,val,42,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,29,0.625,val,42,baseline,text,100,80,20,0,1.0,0.6
OpenGVLab_InternVL3-14B-hf,mscoco,marker,29,0.625,val,42,intervention,image,100,48,51,1,0.99,-0.030303
OpenGVLab_InternVL3-14B-hf,mscoco,marker,29,0.625,val,42,intervention,text,100,17,74,9,0.91,-0.626374
OpenGVLab_InternVL3-14B-hf,mscoco,marker,29,0.625,val,43,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,29,0.625,val,43,baseline,text,100,79,21,0,1.0,0.58
OpenGVLab_InternVL3-14B-hf,mscoco,marker,29,0.625,val,43,intervention,image,100,49,49,2,0.98,0.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,29,0.625,val,43,intervention,text,100,17,74,9,0.91,-0.626374
OpenGVLab_InternVL3-14B-hf,mscoco,marker,29,0.625,val,44,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,29,0.625,val,44,baseline,text,100,79,21,0,1.0,0.58
OpenGVLab_InternVL3-14B-hf,mscoco,marker,29,0.625,val,44,intervention,image,100,49,49,2,0.98,0.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,29,0.625,val,44,intervention,text,100,14,79,7,0.93,-0.698925
OpenGVLab_InternVL3-14B-hf,mscoco,marker,35,0.75,val,42,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,35,0.75,val,42,baseline,text,100,80,20,0,1.0,0.6
OpenGVLab_InternVL3-14B-hf,mscoco,marker,35,0.75,val,42,intervention,image,100,80,15,5,0.95,0.684211
OpenGVLab_InternVL3-14B-hf,mscoco,marker,35,0.75,val,42,intervention,text,100,63,24,13,0.87,0.448276
OpenGVLab_InternVL3-14B-hf,mscoco,marker,35,0.75,val,43,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,35,0.75,val,43,baseline,text,100,79,21,0,1.0,0.58
OpenGVLab_InternVL3-14B-hf,mscoco,marker,35,0.75,val,43,intervention,image,100,80,17,3,0.97,0.649485
OpenGVLab_InternVL3-14B-hf,mscoco,marker,35,0.75,val,43,intervention,text,100,63,28,9,0.91,0.384615
OpenGVLab_InternVL3-14B-hf,mscoco,marker,35,0.75,val,44,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,35,0.75,val,44,baseline,text,100,80,20,0,1.0,0.6
OpenGVLab_InternVL3-14B-hf,mscoco,marker,35,0.75,val,44,intervention,image,100,79,17,4,0.96,0.645833
OpenGVLab_InternVL3-14B-hf,mscoco,marker,35,0.75,val,44,intervention,text,100,64,27,9,0.91,0.406593
OpenGVLab_InternVL3-14B-hf,mscoco,marker,41,0.875,val,42,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,41,0.875,val,42,baseline,text,100,79,21,0,1.0,0.58
OpenGVLab_InternVL3-14B-hf,mscoco,marker,41,0.875,val,42,intervention,image,100,88,11,1,0.99,0.777778
OpenGVLab_InternVL3-14B-hf,mscoco,marker,41,0.875,val,42,intervention,text,100,51,29,20,0.8,0.275
OpenGVLab_InternVL3-14B-hf,mscoco,marker,41,0.875,val,43,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,41,0.875,val,43,baseline,text,100,79,21,0,1.0,0.58
OpenGVLab_InternVL3-14B-hf,mscoco,marker,41,0.875,val,43,intervention,image,100,88,12,0,1.0,0.76
OpenGVLab_InternVL3-14B-hf,mscoco,marker,41,0.875,val,43,intervention,text,100,53,30,17,0.83,0.277108
OpenGVLab_InternVL3-14B-hf,mscoco,marker,41,0.875,val,44,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,41,0.875,val,44,baseline,text,100,79,21,0,1.0,0.58
OpenGVLab_InternVL3-14B-hf,mscoco,marker,41,0.875,val,44,intervention,image,100,89,11,0,1.0,0.78
OpenGVLab_InternVL3-14B-hf,mscoco,marker,41,0.875,val,44,intervention,text,100,52,31,17,0.83,0.253012
OpenGVLab_InternVL3-14B-hf,mscoco,marker,47,1.0,val,42,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,47,1.0,val,42,baseline,text,100,80,20,0,1.0,0.6
OpenGVLab_InternVL3-14B-hf,mscoco,marker,47,1.0,val,42,intervention,image,100,60,4,36,0.64,0.875
OpenGVLab_InternVL3-14B-hf,mscoco,marker,47,1.0,val,42,intervention,text,100,14,22,64,0.36,-0.222222
OpenGVLab_InternVL3-14B-hf,mscoco,marker,47,1.0,val,43,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,47,1.0,val,43,baseline,text,100,79,21,0,1.0,0.58
OpenGVLab_InternVL3-14B-hf,mscoco,marker,47,1.0,val,43,intervention,image,100,58,5,37,0.63,0.84127
OpenGVLab_InternVL3-14B-hf,mscoco,marker,47,1.0,val,43,intervention,text,100,12,23,65,0.35,-0.314286
OpenGVLab_InternVL3-14B-hf,mscoco,marker,47,1.0,val,44,baseline,image,100,100,0,0,1.0,1.0
OpenGVLab_InternVL3-14B-hf,mscoco,marker,47,1.0,val,44,baseline,text,100,78,22,0,1.0,0.56
OpenGVLab_InternVL3-14B-hf,mscoco,marker,47,1.0,val,44,intervention,image,100,63,2,35,0.65,0.938462
OpenGVLab_InternVL3-14B-hf,mscoco,marker,47,1.0,val,44,intervention,text,100,13,24,63,0.37,-0.297297
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,0,0.0,val,42,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,0,0.0,val,42,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,0,0.0,val,42,intervention,image,100,77,6,17,0.83,0.855422
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,0,0.0,val,42,intervention,text,100,22,55,23,0.77,-0.428571
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,0,0.0,val,43,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,0,0.0,val,43,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,0,0.0,val,43,intervention,image,100,62,5,33,0.67,0.850746
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,0,0.0,val,43,intervention,text,100,25,31,44,0.56,-0.107143
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,0,0.0,val,44,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,0,0.0,val,44,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,0,0.0,val,44,intervention,image,100,65,25,10,0.9,0.444444
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,0,0.0,val,44,intervention,text,100,21,57,22,0.78,-0.461538
